Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
PT Hino Finance Indonesia,Credit Analyst - Tangerang,"Serpong, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Analyze all financial data for lease application proposal and check the validity & accuracy of customers data (minimum 5 C's of Credit), including counting financial ratios, Provide recommended terms and conditions for the lease application",https://glints.com/id/opportunities/jobs/credit-analyst-tangerang/02c61046-33d4-4a8d-b665-32c67c557be9?utm_referrer=explore
KITA Keluarga,Early Childhood Educator,"Serpong, Tangerang Selatan, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,"Develop age-appropriate lesson plans and activities that align with educational goals and developmental milestones to foster physical, social, and emotional skills as well as well-being., Foster a love for learning through creative and engaging activities, including arts and crafts, storytelling, and play-based learning., Maintain a safe, clean, well-organized and child-friendly environment., Implement behavior management strategies that promote positive social interactions and cooperation., Recognize and cater to the unique needs and learning styles of each child., Provide one-on-one support and guidance to help children overcome challenges and achieve milestones., Provide tools and resources for children to use and explore during learning and play activities, Maintain open and effective communication with parents and guardians., Share children’s progress, activities, and any concerns or achievements regularly with parents and caregivers., Monitor children’s health and well-being, including administering first aid when necessary., Assess and document each child’s development and growth., Participate in training and professional development opportunities to enhance teaching skills., Work closely with child psychologists and daycare staff.",https://glints.com/id/opportunities/jobs/early-childhood-educator/a6d263fd-c8bc-4987-bbc1-c702740e7715?utm_referrer=explore
PT Hino Finance Indonesia,Account Officer - Surabaya,"Suko Manunggal, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Customer Relations, Sales, Sales Marketing","Maintain good relationship with dealers and customers, Feasibility survey to reach sales target and conducting consumer marketing (bus & truck business)",https://glints.com/id/opportunities/jobs/account-officer-surabaya/25a661aa-6c13-4ee4-b83c-a93777b52d76?utm_referrer=explore
Pandawa Agri Indonesia,Mobile Developer Intern,"Kabat, Kab. Banyuwangi, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"Object-Oriented Programming (OOP), React Native, Restful Api Architecture, English Writing, PostgreSQL, UI/UX Design, SQL Lite, SQL, Google Cloud Platform (GCP), Aws Cloud Services, Software Development Life Cycle (SDLC), SOLID Principles","Familiar with flutter or react native, Understanding of Microsoft SQL Server, PostgreSQL, SQLite, Experienced in RESTful API architectures, Understanding of software development life-cycle, Experienced with good code practices such as OOP and SOLID principles, Ability to work independently and strive to write readable and understandable code, Good knowledge of UI/UX concept, Familiar with GCP or AWS, Fluent in English (listening and writing), Willing to be placed at Banyuwangi, East Java",https://glints.com/id/opportunities/jobs/mobile-developer-intern/f9153b11-22c8-487f-8569-f6ca6a81351d?utm_referrer=explore
BRIK,Backend Engineer Intern,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Magang,"IT Documentation, Back End Engineer, Back-End Web Development","Create, repair, enhance and review other APIs/Services on the system used, System documentation, Prepare technical matters needed for changes or additions to running and new systems",https://glints.com/id/opportunities/jobs/backend-engineer-intern/21ceeafc-8ae4-4858-b201-cce6e1f176ad?utm_referrer=explore
PT Hino Finance Indonesia,Account Officer / Relationship Officer - Semarang,"Semarang Barat, Semarang, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Finansial Analyst, B2b Sales, Good Communication Skills, Good Looking, Sales Marketing","Maintain good relations with dealers and customers, Feasibility survey in order to reach the target and specified quality",https://glints.com/id/opportunities/jobs/account-officer-relationship-officer-semarang/026ba47b-027b-4fab-b981-c92d15de0d47?utm_referrer=explore
Goldstep Indonesia,Flutter Developer,"Margaasih, Kab. Bandung, Jawa Barat, Indonesia",Rp6jt-Rp8jt,Penuh Waktu,,"Build robust mobile apps using Flutter 2  by building new features, debugging and optimizing the application., Write clean code to develop functional features., Implement UX/UI designs, Implementation of security and data protection",https://glints.com/id/opportunities/jobs/flutter-developer/e0affe8e-c282-451e-8878-75dd6e50d210?utm_referrer=explore
JK Company,Host live streaming,"Gubeng, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Pemasaran & Promosi, Berkomunikasi Dengan Baik, host live streaming",,https://glints.com/id/opportunities/jobs/host-live-streaming/5ddd69fb-2154-49ac-9840-888a2e1339d8?utm_referrer=explore
PT Hino Finance Indonesia,Account Officer / Relationship Officer - Makassar,"Panakkukang, Makassar, Sulawesi Selatan, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Maintain good relations with dealers and customers, Feasibility survey in order to reach the target and specified quality",https://glints.com/id/opportunities/jobs/account-officer-relationship-officer-makassar/5e6b1df1-e5fd-42d0-b1d9-7e748c187b6b?utm_referrer=explore
Goldstep Indonesia,Web Apps Developer,"Margaasih, Kab. Bandung, Jawa Barat, Indonesia",Rp4jt-Rp7jt,Penuh Waktu,,"Php, Code Igniter,, Javascript, Jquery, Bootstrap, Mysql",https://glints.com/id/opportunities/jobs/web-apps-developer/67614344-57d0-456e-84a7-9bf0530d8c87?utm_referrer=explore
Sontastic,Sound Engineer,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/sound-engineer/7ccfcb9a-bf52-446f-a609-fc4946ddcb80?utm_referrer=explore
Tropical Group Bali,Pengawas Lapangan,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Berpengalaman dibidangnya, jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/pengawas-lapangan/b8c2145b-36ce-4060-b1af-5f74808d4897?utm_referrer=explore
BRIK,Sales Executive,"Legok, Kab. Tangerang, Banten, Indonesia",Rp4jt-Rp5jt,Penuh Waktu,,"Bertanggung jawab atas penjualan berbagai jenis bahan bangunan., Memahami dengan baik produk beton dan beragam bahan bangunan lainnya., Melakukan canvassing dan membuka peluang di pasar baru untuk perusahaan., Membangun dan menjalin hubungan positif dengan customer., Mampu mencapai target penjualan., Bersedia ditempatkan di cabang Tangerang Legok.",https://glints.com/id/opportunities/jobs/sales-executive/34fb6f54-e5d8-497a-90ca-ed6f532405e3?utm_referrer=explore
Tropical Group Bali,Marcom Secretary,"Kuta Selatan, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Secretarial Skills, Marcomm Staff, Marcomm","Berpengalaman dibidangnya, jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/marcom-secretary/34be7e61-cf7d-4c68-b706-6b0d2bb0d0b9?utm_referrer=explore
PT. Februus Artha Mandiri,Finance and accounting,"Jagakarsa, Jakarta Selatan, DKI Jakarta, Indonesia","Rp3,5jt",Penuh Waktu,,"Melakukan proses Invoicing, Melakukan proses Penagihan (AR), Melakukan proses Pembayaran (AP), Melakukan proses Rekapitulasi & Rekonsiliasi transaksi penjualan & keuangan (Sales & Bank Rekonsiliasi/Bank Report), Membuat perencanaan keuangan (Forcasting/Budgeting), Membuat Jurnal Gaji & membuat ID Billing, Membuat laporan keuangan (Financial Report), Melakukan seluruh proses administrasi perpajakan, Melakukan proses Penginputan & Pelaporan SPT, Melakukan Rekapitulasi  & proses Payroll",https://glints.com/id/opportunities/jobs/finance-and-accounting/7021e8fd-bbd3-457f-a3ea-6e078eda1533?utm_referrer=explore
JK Company,Host live streaming,"Gresik, Kab. Gresik, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/host-live-streaming/f525a4cb-8eb3-45d1-b483-1eb74d9165bf?utm_referrer=explore
PT. Sehat Makmur Rejeki Berlimpah (Klinik Utama Sejiwaku),Asisten Apoteker,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Teliti, disiplin, pekerja keras, Berkomitmen, Jujur, teliti, dan rajin, Mampu Berkomunikasi Baik, Attention To Detail, Multitasking",,https://glints.com/id/opportunities/jobs/asisten-apoteker/141e6e5f-73d0-4cd1-8941-e9392c0fdd17?utm_referrer=explore
BRIK,Mobile Engineer,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Mobile App Development, RESTful APIs, React Native Mobile Apps, Flutter, Mobile Engineer","Develop and maintain mobile applications for both iOS and Android platforms using Flutter and React Native., Collaborate with designers and product managers to implement user interfaces and features., Write clean, efficient, and maintainable code., Debug and resolve software defects and issues., Stay up-to-date with the latest trends and technologies in mobile development., Participate in code reviews and provide constructive feedback to team members., Continuously improve the performance and user experience of our mobile apps., Work in an agile development environment, meeting project deadlines and milestones.",https://glints.com/id/opportunities/jobs/mobile-engineer/7399fbc7-a099-46d0-8891-0e0eb507ee39?utm_referrer=explore
Rimba Ananta Vikasa Indonesia,Social Media Specialist,"Cipondoh, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Fresh Graduate are welcome to Apply, Experience has proven by a good portofolio, Able to do end to end social media management (Content Planning, Ideation, Execution, Analysis, and Reporting), Strong creative writing, copywriting, and editing skills, Proficient in the use of various Social Media platforms, such as Instagram, Facebook, Twitter, LinkedIn, and YouTube, Strong analytical skills, with experience in analysing campaign performance data, creating insights and developing action plans, Ability to work independently and with a team in a fast-paced, deadline-driven environment, Experience in graphic design or video creation is a plus, Experience in using Social Media Management Tools (e.g., Hootsuite, SproutSocial) is a plus",https://glints.com/id/opportunities/jobs/social-media-specialist/0897255b-ab8b-459b-96c6-16e6ca2f815c?utm_referrer=explore
Tropical Group Bali,Commis/Cook,"Kuta, Kab. Badung, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Berpengalaman dibidangnya, jujur dan bertanggungjawab",https://glints.com/id/opportunities/jobs/commis-cook/6eba0546-30f6-4893-be9d-2b260d44acb7?utm_referrer=explore
Rumah Halal Nusantara,Video Editor,"Wonocolo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/video-editor/033b5722-d006-4487-874f-ea559e755cc1?utm_referrer=explore
Tropical Group Bali,Bartender,"Denpasar Utara, Denpasar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Bartender, Barista And Bartender, SERVICE CREW AND BARTENDER","Berpengalaman dibidangnya, jujur dan bertanggungjawab

Penempatan : Coco Bistro Restaurant - Sanur",https://glints.com/id/opportunities/jobs/bartender/cf5e0e0f-d011-45f8-bcd1-856ea36df75c?utm_referrer=explore
PT. Istech Utama,Sales Engineer,"Cipayung, Jakarta Timur, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Electrical, Memiliki SIM C, Memiliki Kemampuan Komunikasi Yang Baik, memiliki kendaraan bermotor, pengalaman sales min 1 tahun",,https://glints.com/id/opportunities/jobs/sales-engineer/1a6e910e-ccca-4933-9929-111aec5f3f65?utm_referrer=explore
JK Company,Host Live Streaming,"Wonocolo, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/host-live-streaming/e38bd74d-3d87-4724-af18-9fbfb2c13911?utm_referrer=explore
Barn n Bunk,Staff Dapur,"Gianyar, Kab. Gianyar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/staff-dapur/584d0356-83d0-4113-86b7-2e383518cb11?utm_referrer=explore
Barn n Bunk,Pramusaji,"Ubud, Kab. Gianyar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/pramusaji/87b28251-0f47-4847-8b20-27e420101efb?utm_referrer=explore
Barn n Bunk,Server,"Ubud, Kab. Gianyar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/server/85edeab7-304d-4175-8305-a4c1279c68b3?utm_referrer=explore
Barn n Bunk,Runner,"Ubud, Kab. Gianyar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/runner/bfbcfc0e-b078-4ef7-9635-a81cda867ca6?utm_referrer=explore
Barn n Bunk,Cook ( Masak),"Ubud, Kab. Gianyar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/cook-masak/826de3dc-e385-4005-b2e9-fe9caf9fce73?utm_referrer=explore
Amazink People Group,Sales Counter,"Kota Kudus, Kab. Kudus, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Interpersonal Skills, Sales, Good Communication Skills",,https://glints.com/id/opportunities/jobs/sales-counter/da4ecc1f-2939-4755-a5df-80c07319ddee?utm_referrer=explore
Tropical Group Bali,Commis,"Denpasar Utara, Denpasar, Bali, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Cook, Cooking, Commis","Berpengalaman dibidangnya, Jujur dan bertanggungjawab

Penempatan : Coco Bistro Restaurant -Sanur",https://glints.com/id/opportunities/jobs/commis/30fbcd41-08f5-41ac-8395-f674235bf8f6?utm_referrer=explore
PT. Enindo Orbitama,Staff Tender,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",Rp4jt-Rp5jt,Penuh Waktu,"Negosiasi Dan Presentasi, Memiliki Sim A Dan Sim C, Jujur, teliti, dan rajin, Memiliki Kemampuan Komunikasi Yang Baik, Menulis, Kemampuan Analisa, Laki laki max 30 tahun, Sarjana 1 > Sarjana Hukum, Driver License, Microsoft Office, Saya bisa berkerja secara individu maupun tim menyukai tantangan dan bisa berkerja di bawah tekanan, Loyal, Berdedikasi,  Inisiatif, Sarjana 1 > Sarjana Teknik","Membaca, menganalisa, memahami secara komprehensif serta membuat rangkuman hasil analisa dari dokumen tender, Membuat, menyiapkan dan menyusun dokumen-dokumen yang berhubungan dengan tender mulai saat pendaftaran hingga proses tender selesai meliputi pembuatan surat-surat penawaran, melakukan proses pengajuan dokumen bank dan pengajuan permohonan kepada pihak terkait, Melakukan proses E-Procurement",https://glints.com/id/opportunities/jobs/staff-tender/5ebfde92-a3d0-4927-94e3-bd334848eff7?utm_referrer=explore
PT. Geoservices,Koordinator Area,"Kendari, Kendari, Sulawesi Tenggara, Indonesia",Perusahaan tidak menampilkan gaji,Kontrak,,,https://glints.com/id/opportunities/jobs/koordinator-area/8074eb83-8d73-4313-aea3-73c251eee8da?utm_referrer=explore
Fit Young Wear,Host Live,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Menghadirkan siaran langsung yang menarik dan menghibur kepada audiens., Berinteraksi secara aktif dengan audiens melalui chat dan komentar., Menyampaikan konten dengan jelas dan memikat menggunakan kemampuan berbicara yang baik., Memahami tren dan topik yang sedang populer untuk menarik minat audiens., Memastikan kelancaran teknis selama siaran langsung., Mempromosikan dan memperkenalkan produk atau layanan perusahaan kepada audiens.",https://glints.com/id/opportunities/jobs/host-live/4f2dd0f1-a517-4a73-a85e-54cc2c5d03d0?utm_referrer=explore
Bank BTPN Syariah Tbk,Community Officer - SAMARINDA,"Sambutan, Samarinda, Kalimantan Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Turun langsung ke desa-desa untuk melakukan sosialisasi dan pemberdayaan,, Memberikan pelatihan dan mengajak ibu-ibu untuk memulai usaha sendiri dengan bantuan modal BTPN Syariah., Rutin bertemu dengan nasabah setiap dua minggu sekali untuk menerima angsuran pinjaman dari nasabah",https://glints.com/id/opportunities/jobs/community-officer-samarinda/833d8997-1070-4e0a-8b12-3a785423362a?utm_referrer=explore
DWI KRAFI | LASKALA BATIK GROUP,MANAGER ADVERTISER,"Bekasi Barat, Bekasi, Jawa Barat, Indonesia",Rp8jt-Rp12jt,Penuh Waktu,"Leadership, Digital Advertising, Google Ads, Marketing Strategy, Good Communication Skills, Meta Ads, Strategic Planning, tiktok ads","Create a strategy and planning, measuring, and reporting the performance of the ads campaign for a weekly, monthly, and quarterly period. Then give insights, recommendations, and what next to do/plan. Then, manage budgets each month for campaign efficiency., Evaluating key performance metrics, executing tests (creatives, channels, media products), and optimizing accordingly to achieve ROAS and growth targets., Create content concepts Ads promotion, Mentoring junior advertiser, Coordinate with CRM team, branding team, ecommerce team, and livestreamer team, Assist in managing the digital campaign plan and ensuring budget allocation is spent optimally across digital channels, Monthly evaluation of promotion Ads, Analyzed and evaluated traffic and sales errors, Provide daily, weekly, monthly, or after-campaign reports for the ad campaign",https://glints.com/id/opportunities/jobs/manager-advertiser/0768b90e-d40e-4be7-a079-dea58cf1c085?utm_referrer=explore
